"activity" "subject" "V3"
"51" "WALKING" "21" "-0.84921665779661"
"52" "WALKING" "21" "0.175450599830508"
"53" "WALKING" "21" "-0.054232685440678"
"54" "WALKING" "21" "-0.340185527559322"
"55" "WALKING" "21" "-0.136351391645763"
"56" "WALKING" "21" "-0.333486502542373"
"57" "WALKING" "21" "-0.980055651016949"
"58" "WALKING" "21" "-0.969040314237288"
"59" "WALKING" "21" "-0.966231561694915"
"60" "WALKING" "21" "-0.328452881355932"
"61" "WALKING" "21" "-0.261863589338983"
"62" "WALKING" "21" "-0.397483516101695"
"63" "WALKING" "21" "-0.492885711355932"
"64" "WALKING" "21" "-0.57573544779661"
"65" "WALKING" "21" "-0.354549059491525"
"66" "WALKING" "21" "-0.417438636101695"
"67" "WALKING" "21" "-0.587000110847458"
"68" "WALKING" "21" "-0.485543001525424"
"69" "WALKING" "21" "-0.421848313898305"
"70" "WALKING" "21" "-0.421848313898305"
"71" "WALKING" "21" "-0.279350754237288"
"72" "WALKING" "21" "-0.538329286101695"
"73" "WALKING" "21" "-0.603468672372881"
"74" "WALKING" "21" "-0.34799792561017"
"75" "WALKING" "21" "-0.185725832305085"
"76" "WALKING" "21" "-0.384445322372881"
"77" "WALKING" "21" "-0.351065957627119"
"78" "WALKING" "21" "-0.271952157220339"
"79" "WALKING" "21" "-0.396530418305085"
"80" "WALKING" "21" "-0.532999609491525"
"81" "WALKING" "21" "-0.587939604576271"
"82" "WALKING" "21" "-0.426232090508475"
"83" "WALKING" "21" "-0.537183967118644"
"84" "WALKING" "21" "-0.268948465423729"
"85" "WALKING" "21" "-0.60946621661017"
"86" "WALKING" "21" "-0.612930343220339"
"87" "WALKING_UPSTAIRS" "21" "0.272691394545455"
"88" "WALKING_UPSTAIRS" "21" "-0.0281633797398182"
"89" "WALKING_UPSTAIRS" "21" "-0.121943461236364"
"90" "WALKING_UPSTAIRS" "21" "0.942095257090909"
"91" "WALKING_UPSTAIRS" "21" "-0.246169656181818"
"92" "WALKING_UPSTAIRS" "21" "-0.00199310572363636"
"93" "WALKING_UPSTAIRS" "21" "0.0755645318545455"
"94" "WALKING_UPSTAIRS" "21" "0.00209171684890909"
"95" "WALKING_UPSTAIRS" "21" "-0.0117089275472727"
"96" "WALKING_UPSTAIRS" "21" "-0.0247950825654545"
"97" "WALKING_UPSTAIRS" "21" "-0.0657601804418182"
"98" "WALKING_UPSTAIRS" "21" "0.0721458973490909"
"99" "WALKING_UPSTAIRS" "21" "-0.0975590199454545"
"100" "WALKING_UPSTAIRS" "21" "-0.0386244096705455"
"101" "WALKING_UPSTAIRS" "21" "-0.0595558392545455"
"102" "WALKING_UPSTAIRS" "21" "-0.142874499381818"
"103" "WALKING_UPSTAIRS" "21" "-0.142874499381818"
"104" "WALKING_UPSTAIRS" "21" "-0.404463896363636"
"105" "WALKING_UPSTAIRS" "21" "-0.344427047636364"
"106" "WALKING_UPSTAIRS" "21" "-0.648099850181818"
"107" "WALKING_UPSTAIRS" "21" "-0.242820756127273"
"108" "WALKING_UPSTAIRS" "21" "-0.185528313272727"
"109" "WALKING_UPSTAIRS" "21" "-0.499502759272727"
"110" "WALKING_UPSTAIRS" "21" "-0.384393859890909"
"111" "WALKING_UPSTAIRS" "21" "-0.231358959054545"
"112" "WALKING_UPSTAIRS" "21" "-0.189088586758182"
"113" "WALKING_UPSTAIRS" "21" "-0.304540556345455"
"114" "WALKING_UPSTAIRS" "21" "-0.419344696"
"115" "WALKING_UPSTAIRS" "21" "-0.639741264909091"
"116" "WALKING_UPSTAIRS" "21" "-0.222513914852727"
"117" "WALKING_UPSTAIRS" "21" "-0.477676635818182"
"118" "WALKING_UPSTAIRS" "21" "-0.378521914981818"
"119" "WALKING_UPSTAIRS" "21" "-0.427686570727273"
"120" "WALKING_UPSTAIRS" "21" "-0.617112539636364"
"121" "WALKING_UPSTAIRS" "21" "-0.342703926363636"
"122" "WALKING_UPSTAIRS" "21" "-0.0693017133890909"
"123" "WALKING_UPSTAIRS" "21" "-0.0956417028527273"
"124" "WALKING_UPSTAIRS" "21" "-0.216500720145455"
"125" "WALKING_UPSTAIRS" "21" "-0.167566383372727"
"126" "WALKING_UPSTAIRS" "21" "-0.0172240385858182"
"127" "WALKING_UPSTAIRS" "21" "-0.294970470909091"
"128" "WALKING_UPSTAIRS" "21" "0.0571545019854545"
"129" "WALKING_UPSTAIRS" "21" "-0.556084778181818"
"130" "WALKING_UPSTAIRS" "21" "-0.0255131300387273"
"131" "WALKING_UPSTAIRS" "21" "-0.673580662727273"
"132" "WALKING_UPSTAIRS" "21" "-0.0512559511836364"
"133" "WALKING_UPSTAIRS" "21" "0.0418995553890909"
"134" "WALKING_UPSTAIRS" "21" "0.0466143060363636"
"135" "WALKING_UPSTAIRS" "21" "-0.138231470909091"
"136" "WALKING_UPSTAIRS" "21" "-0.0235172304854545"
"137" "WALKING_UPSTAIRS" "21" "-0.775023344545455"
"138" "WALKING_UPSTAIRS" "21" "0.253034782909091"
"139" "WALKING_UPSTAIRS" "21" "0.0231785948890909"
"140" "WALKING_UPSTAIRS" "21" "-0.169006952418182"
"141" "WALKING_UPSTAIRS" "21" "-0.0491726302763636"
"142" "WALKING_UPSTAIRS" "21" "-0.404596936545455"
"143" "WALKING_UPSTAIRS" "21" "-0.962011392181818"
"144" "WALKING_UPSTAIRS" "21" "-0.937858157818182"
"145" "WALKING_UPSTAIRS" "21" "-0.929636797636364"
"146" "WALKING_UPSTAIRS" "21" "-0.290879965872727"
"147" "WALKING_UPSTAIRS" "21" "-0.399771473818182"
"148" "WALKING_UPSTAIRS" "21" "-0.677995585454545"
"149" "WALKING_UPSTAIRS" "21" "-0.550274396"
"150" "WALKING_UPSTAIRS" "21" "-0.603097110545455"
"151" "WALKING_UPSTAIRS" "21" "-0.3090880546"
"152" "WALKING_UPSTAIRS" "21" "-0.515829417272727"
"153" "WALKING_UPSTAIRS" "21" "-0.725210290909091"
"154" "WALKING_UPSTAIRS" "21" "-0.556390218"
"155" "WALKING_UPSTAIRS" "21" "-0.1507071068"
"156" "WALKING_UPSTAIRS" "21" "-0.1507071068"
"157" "WALKING_UPSTAIRS" "21" "-0.334531344727273"
"158" "WALKING_UPSTAIRS" "21" "-0.514032410181818"
"159" "WALKING_UPSTAIRS" "21" "-0.661829656545455"
"160" "WALKING_UPSTAIRS" "21" "-0.142843838381818"
"161" "WALKING_UPSTAIRS" "21" "-0.0439473073581818"
"162" "WALKING_UPSTAIRS" "21" "-0.400902256363636"
"163" "WALKING_UPSTAIRS" "21" "-0.342075432"
"164" "WALKING_UPSTAIRS" "21" "-0.420055781272727"
"165" "WALKING_UPSTAIRS" "21" "-0.715726893818182"
"166" "WALKING_UPSTAIRS" "21" "-0.590812298"
"167" "WALKING_UPSTAIRS" "21" "-0.598236639818182"
"168" "WALKING_UPSTAIRS" "21" "-0.362052183090909"
"169" "WALKING_UPSTAIRS" "21" "-0.274226227272727"
"170" "WALKING_UPSTAIRS" "21" "-0.393715352181818"
"171" "WALKING_UPSTAIRS" "21" "-0.569632"
"172" "WALKING_UPSTAIRS" "21" "-0.669846294545455"
"173" "WALKING_DOWNSTAIRS" "21" "0.2792845828"
"174" "WALKING_DOWNSTAIRS" "21" "-0.01262580966778"
"175" "WALKING_DOWNSTAIRS" "21" "-0.1064396194"
"176" "WALKING_DOWNSTAIRS" "21" "0.9467972718"
"177" "WALKING_DOWNSTAIRS" "21" "-0.0799003729"
"178" "WALKING_DOWNSTAIRS" "21" "0.1539063202"
"179" "WALKING_DOWNSTAIRS" "21" "0.111470787918"
"180" "WALKING_DOWNSTAIRS" "21" "-0.007131601642"
"181" "WALKING_DOWNSTAIRS" "21" "-0.01189114264"
"182" "WALKING_DOWNSTAIRS" "21" "-0.010752208236"
"183" "WALKING_DOWNSTAIRS" "21" "-0.1003822042168"
"184" "WALKING_DOWNSTAIRS" "21" "0.082221399603"
"185" "WALKING_DOWNSTAIRS" "21" "-0.0992465275036"
"186" "WALKING_DOWNSTAIRS" "21" "-0.037268109685"
"187" "WALKING_DOWNSTAIRS" "21" "-0.05105874094"
"188" "WALKING_DOWNSTAIRS" "21" "0.114379383742"
"189" "WALKING_DOWNSTAIRS" "21" "0.114379383742"
"190" "WALKING_DOWNSTAIRS" "21" "-0.1488562664"
"191" "WALKING_DOWNSTAIRS" "21" "-0.23531462282"
"192" "WALKING_DOWNSTAIRS" "21" "-0.4187798104"
"193" "WALKING_DOWNSTAIRS" "21" "0.022800096142"
"194" "WALKING_DOWNSTAIRS" "21" "-0.006237000044"
"195" "WALKING_DOWNSTAIRS" "21" "-0.2796400557"
"196" "WALKING_DOWNSTAIRS" "21" "-0.5514383554"
"197" "WALKING_DOWNSTAIRS" "21" "0.0044402193"
"198" "WALKING_DOWNSTAIRS" "21" "0.1399744981"
"199" "WALKING_DOWNSTAIRS" "21" "-0.201368098258"
"200" "WALKING_DOWNSTAIRS" "21" "-0.165552378156"
"201" "WALKING_DOWNSTAIRS" "21" "-0.3601146078"
"202" "WALKING_DOWNSTAIRS" "21" "-0.5212878612"
"203" "WALKING_DOWNSTAIRS" "21" "-0.4566796268"
"204" "WALKING_DOWNSTAIRS" "21" "-0.3450157917"
"205" "WALKING_DOWNSTAIRS" "21" "-0.12591815458"
"206" "WALKING_DOWNSTAIRS" "21" "-0.44312621"
"207" "WALKING_DOWNSTAIRS" "21" "-0.22138882542"
"208" "WALKING_DOWNSTAIRS" "21" "-0.10932502666"
"209" "WALKING_DOWNSTAIRS" "21" "0.042572962348"
"210" "WALKING_DOWNSTAIRS" "21" "-0.01372893002"
"211" "WALKING_DOWNSTAIRS" "21" "0.075101684668"
"212" "WALKING_DOWNSTAIRS" "21" "-0.152993475556"
"213" "WALKING_DOWNSTAIRS" "21" "-0.15317202912"
"214" "WALKING_DOWNSTAIRS" "21" "-0.084571896612"
"215" "WALKING_DOWNSTAIRS" "21" "-0.3345099466"
"216" "WALKING_DOWNSTAIRS" "21" "0.00599108142158"
"217" "WALKING_DOWNSTAIRS" "21" "-0.4722007526"
"218" "WALKING_DOWNSTAIRS" "21" "-0.00434100877638"
"219" "WALKING_DOWNSTAIRS" "21" "0.076784770398"
"220" "WALKING_DOWNSTAIRS" "21" "-0.0461740932"
"221" "WALKING_DOWNSTAIRS" "21" "0.0329273354"
"222" "WALKING_DOWNSTAIRS" "21" "0.0299250040002"
"223" "WALKING_DOWNSTAIRS" "21" "-0.8435735374"
"224" "WALKING_DOWNSTAIRS" "21" "0.1388694382"
"225" "WALKING_DOWNSTAIRS" "21" "-0.0868762146"
"226" "WALKING_DOWNSTAIRS" "21" "0.17395384962"
"227" "WALKING_DOWNSTAIRS" "21" "-0.011629910112"
"228" "WALKING_DOWNSTAIRS" "21" "-0.284807676"
"229" "WALKING_DOWNSTAIRS" "21" "-0.9627219918"
"230" "WALKING_DOWNSTAIRS" "21" "-0.9354258554"
"231" "WALKING_DOWNSTAIRS" "21" "-0.9330817682"
"232" "WALKING_DOWNSTAIRS" "21" "-0.128111641206"
"233" "WALKING_DOWNSTAIRS" "21" "-0.08640490273602"
"234" "WALKING_DOWNSTAIRS" "21" "-0.3793359516"
"235" "WALKING_DOWNSTAIRS" "21" "-0.33131291446"
"236" "WALKING_DOWNSTAIRS" "21" "-0.4734080504"
"237" "WALKING_DOWNSTAIRS" "21" "-0.3320502392"
"238" "WALKING_DOWNSTAIRS" "21" "-0.170842676616"
"239" "WALKING_DOWNSTAIRS" "21" "-0.5471984382"
"240" "WALKING_DOWNSTAIRS" "21" "-0.3589516378"
"241" "WALKING_DOWNSTAIRS" "21" "0.14700167906"
"242" "WALKING_DOWNSTAIRS" "21" "0.14700167906"
"243" "WALKING_DOWNSTAIRS" "21" "-0.111303956316"
"244" "WALKING_DOWNSTAIRS" "21" "-0.296158291686"
"245" "WALKING_DOWNSTAIRS" "21" "-0.463140795"
"246" "WALKING_DOWNSTAIRS" "21" "0.22678384386"
"247" "WALKING_DOWNSTAIRS" "21" "-0.078283777824"
"248" "WALKING_DOWNSTAIRS" "21" "-0.3466485178"
"249" "WALKING_DOWNSTAIRS" "21" "-0.130825898392"
"250" "WALKING_DOWNSTAIRS" "21" "-0.061537065488"
"251" "WALKING_DOWNSTAIRS" "21" "-0.3967016908"
"252" "WALKING_DOWNSTAIRS" "21" "-0.3981998635"
"253" "WALKING_DOWNSTAIRS" "21" "-0.4975063388"
"254" "WALKING_DOWNSTAIRS" "21" "-0.434482187"
"255" "WALKING_DOWNSTAIRS" "21" "0.005749436614"
"256" "WALKING_DOWNSTAIRS" "21" "-0.067941075972"
"257" "WALKING_DOWNSTAIRS" "21" "-0.39299065312"
"258" "WALKING_DOWNSTAIRS" "21" "-0.4894973794"
"259" "SITTING" "21" "0.258243530166667"
"260" "SITTING" "21" "-0.00713364541358974"
"261" "SITTING" "21" "-0.0974448692333333"
"262" "SITTING" "21" "0.782955611794872"
"263" "SITTING" "21" "0.223105562025641"
"264" "SITTING" "21" "0.314387627435897"
"265" "SITTING" "21" "0.0764443226333333"
"266" "SITTING" "21" "0.00692238958961538"
"267" "SITTING" "21" "-0.00780237981320513"
"268" "SITTING" "21" "-0.0370217449628205"
"269" "SITTING" "21" "-0.0840648503320513"
"270" "SITTING" "21" "0.0711109471666667"
"271" "SITTING" "21" "-0.095984817"
"272" "SITTING" "21" "-0.0403070205666667"
"273" "SITTING" "21" "-0.0487627204433077"
"274" "SITTING" "21" "-0.953079994102564"
"275" "SITTING" "21" "-0.953079994102564"
"276" "SITTING" "21" "-0.990898435769231"
"277" "SITTING" "21" "-0.954052945897436"
"278" "SITTING" "21" "-0.994466446282051"
"279" "SITTING" "21" "-0.982579546025641"
"280" "SITTING" "21" "-0.954299410641026"
"281" "SITTING" "21" "-0.967519149358974"
"282" "SITTING" "21" "-0.14901757589359"
"283" "SITTING" "21" "0.112830239679487"
"284" "SITTING" "21" "0.0745313733174231"
"285" "SITTING" "21" "-0.992025427435897"
"286" "SITTING" "21" "-0.985862886410256"
"287" "SITTING" "21" "-0.987989982948718"
"288" "SITTING" "21" "0.17657695075641"
"289" "SITTING" "21" "0.0466390168589744"
"290" "SITTING" "21" "0.0548784456073077"
"291" "SITTING" "21" "-0.990144882307692"
"292" "SITTING" "21" "-0.981740793333333"
"293" "SITTING" "21" "-0.970423693717949"
"294" "SITTING" "21" "0.106739301755128"
"295" "SITTING" "21" "-0.38419769075641"
"296" "SITTING" "21" "0.0345111450307692"
"297" "SITTING" "21" "-0.952411043717949"
"298" "SITTING" "21" "0.0890797482948718"
"299" "SITTING" "21" "-0.989481942820513"
"300" "SITTING" "21" "0.336786740217949"
"301" "SITTING" "21" "-0.97646387"
"302" "SITTING" "21" "-0.185666085064103"
"303" "SITTING" "21" "-0.993985447564103"
"304" "SITTING" "21" "0.300529363615385"
"305" "SITTING" "21" "-0.00026885276025641"
"306" "SITTING" "21" "0.0334113465417949"
"307" "SITTING" "21" "-0.00143055610282051"
"308" "SITTING" "21" "-0.0506427197858974"
"309" "SITTING" "21" "-0.564801133448718"
"310" "SITTING" "21" "-0.0779302425448718"
"311" "SITTING" "21" "-0.207419646512821"
"312" "SITTING" "21" "-0.979768987948718"
"313" "SITTING" "21" "-0.94079896551282"
"314" "SITTING" "21" "-0.950004414102564"
"315" "SITTING" "21" "-0.965082925641026"
"316" "SITTING" "21" "-0.949286700807692"
"317" "SITTING" "21" "-0.944580863846154"
"318" "SITTING" "21" "-0.99225839525641"
"319" "SITTING" "21" "-0.986215215641026"
"320" "SITTING" "21" "-0.99000871051282"
"321" "SITTING" "21" "-0.991027700512821"
"322" "SITTING" "21" "-0.973444813846154"
"323" "SITTING" "21" "-0.966441338076923"
"324" "SITTING" "21" "-0.995882512051282"
"325" "SITTING" "21" "-0.993139833846154"
"326" "SITTING" "21" "-0.991929788974359"
"327" "SITTING" "21" "-0.933602783410256"
"328" "SITTING" "21" "-0.933602783410256"
"329" "SITTING" "21" "-0.989986111666667"
"330" "SITTING" "21" "-0.964742022307692"
"331" "SITTING" "21" "-0.994033207051282"
"332" "SITTING" "21" "-0.978755176794872"
"333" "SITTING" "21" "-0.937783538974359"
"334" "SITTING" "21" "-0.94478134025641"
"335" "SITTING" "21" "-0.99329986051282"
"336" "SITTING" "21" "-0.987754588717949"
"337" "SITTING" "21" "-0.990693114358974"
"338" "SITTING" "21" "-0.991318436410256"
"339" "SITTING" "21" "-0.969488188974359"
"340" "SITTING" "21" "-0.968266666923077"
"341" "SITTING" "21" "-0.934587699141026"
"342" "SITTING" "21" "-0.989521272820513"
"343" "SITTING" "21" "-0.963650652307692"
"344" "SITTING" "21" "-0.99420976974359"
"345" "STANDING" "21" "0.281127035405405"
"346" "STANDING" "21" "-0.0166608306652703"
"347" "STANDING" "21" "-0.110237796416216"
"348" "STANDING" "21" "0.965460891621622"
"349" "STANDING" "21" "-0.140315421824324"
"350" "STANDING" "21" "0.0884142682297297"
"351" "STANDING" "21" "0.0753578207972973"
"352" "STANDING" "21" "0.0081732226404054"
"353" "STANDING" "21" "-0.00219497782824324"
"354" "STANDING" "21" "-0.0245345837959459"
"355" "STANDING" "21" "-0.0731385762635135"
"356" "STANDING" "21" "0.0776706781351351"
"357" "STANDING" "21" "-0.100355997108108"
"358" "STANDING" "21" "-0.0409011992972973"
"359" "STANDING" "21" "-0.0532541948283784"
"360" "STANDING" "21" "-0.968511694324324"
"361" "STANDING" "21" "-0.968511694324324"
"362" "STANDING" "21" "-0.986985213648649"
"363" "STANDING" "21" "-0.968673955540541"
"364" "STANDING" "21" "-0.98854482527027"
"365" "STANDING" "21" "-0.991993372297297"
"366" "STANDING" "21" "-0.958402317837838"
"367" "STANDING" "21" "-0.97321515527027"
"368" "STANDING" "21" "0.0910191269432432"
"369" "STANDING" "21" "0.00216184868918919"
"370" "STANDING" "21" "0.145511756677027"
"371" "STANDING" "21" "-0.990586982162162"
"372" "STANDING" "21" "-0.976267058648649"
"373" "STANDING" "21" "-0.984563921216216"
"374" "STANDING" "21" "0.267659898704054"
"375" "STANDING" "21" "-0.0854585422074324"
"376" "STANDING" "21" "0.0492957974902703"
"377" "STANDING" "21" "-0.969364268513514"
"378" "STANDING" "21" "-0.98388591027027"
"379" "STANDING" "21" "-0.974459323783784"
"380" "STANDING" "21" "-0.166415001236892"
"381" "STANDING" "21" "-0.118659609293919"
"382" "STANDING" "21" "-0.012085913522973"
"383" "STANDING" "21" "-0.970605250405405"
"384" "STANDING" "21" "0.0663748187851351"
"385" "STANDING" "21" "-0.98287688945946"
"386" "STANDING" "21" "0.221668476393243"
"387" "STANDING" "21" "-0.972333108648649"
"388" "STANDING" "21" "-0.144605013921622"
"389" "STANDING" "21" "-0.985762255540541"
"390" "STANDING" "21" "0.104516777617568"
"391" "STANDING" "21" "-0.00521489950959459"
"392" "STANDING" "21" "0.0272384216905405"
"393" "STANDING" "21" "0.0256719634454054"
"394" "STANDING" "21" "0.0115717912027027"
"395" "STANDING" "21" "-0.853150767162162"
"396" "STANDING" "21" "0.179639743783784"
"397" "STANDING" "21" "-0.0398428929606757"
"398" "STANDING" "21" "-0.993069368783784"
"399" "STANDING" "21" "-0.949466155405405"
"400" "STANDING" "21" "-0.962988401351351"
"401" "STANDING" "21" "-0.992678782162162"
"402" "STANDING" "21" "-0.966986433783784"
"403" "STANDING" "21" "-0.964228470675676"
"404" "STANDING" "21" "-0.990498355"
"405" "STANDING" "21" "-0.975935485405405"
"406" "STANDING" "21" "-0.986693448648649"
"407" "STANDING" "21" "-0.973785111216216"
"408" "STANDING" "21" "-0.982408142702703"
"409" "STANDING" "21" "-0.974891360675676"
"410" "STANDING" "21" "-0.978472409324324"
"411" "STANDING" "21" "-0.989766989864865"
"412" "STANDING" "21" "-0.985992503243243"
"413" "STANDING" "21" "-0.962697299189189"
"414" "STANDING" "21" "-0.962697299189189"
"415" "STANDING" "21" "-0.982626252972973"
"416" "STANDING" "21" "-0.962653585540541"
"417" "STANDING" "21" "-0.984253792432432"
"418" "STANDING" "21" "-0.993702408378378"
"419" "STANDING" "21" "-0.947829677432432"
"420" "STANDING" "21" "-0.960027795540541"
"421" "STANDING" "21" "-0.991275662027027"
"422" "STANDING" "21" "-0.977354949459459"
"423" "STANDING" "21" "-0.987428086216216"
"424" "STANDING" "21" "-0.975321645675676"
"425" "STANDING" "21" "-0.981740873108108"
"426" "STANDING" "21" "-0.977351005"
"427" "STANDING" "21" "-0.963909299324324"
"428" "STANDING" "21" "-0.981129312702703"
"429" "STANDING" "21" "-0.962967605810811"
"430" "STANDING" "21" "-0.983313996081081"
"431" "LAYING" "21" "0.271645864540789"
"432" "LAYING" "21" "-0.0191895728026316"
"433" "LAYING" "21" "-0.105002540289474"
"434" "LAYING" "21" "-0.621309715263158"
"435" "LAYING" "21" "0.803015011578947"
"436" "LAYING" "21" "0.614523405921053"
"437" "LAYING" "21" "0.0866502529210526"
"438" "LAYING" "21" "0.0124420033513158"
"439" "LAYING" "21" "-0.00614755098663158"
"440" "LAYING" "21" "-0.0170656239526316"
"441" "LAYING" "21" "-0.0903229228815789"
"442" "LAYING" "21" "0.152436344328947"
"443" "LAYING" "21" "-0.100368640868421"
"444" "LAYING" "21" "-0.0396682720394737"
"445" "LAYING" "21" "-0.0711533355789474"
"446" "LAYING" "21" "-0.976785042368421"
"447" "LAYING" "21" "-0.976785042368421"
"448" "LAYING" "21" "-0.989970604210526"
"449" "LAYING" "21" "-0.951863594736842"
"450" "LAYING" "21" "-0.99219798"
"451" "LAYING" "21" "-0.973262289210526"
"452" "LAYING" "21" "-0.983664034342105"
"453" "LAYING" "21" "-0.984923123552632"
"454" "LAYING" "21" "-0.210237992646053"
"455" "LAYING" "21" "0.274378315092105"
"456" "LAYING" "21" "0.374613940986842"
"457" "LAYING" "21" "-0.989224043947368"
"458" "LAYING" "21" "-0.987115080789474"
"459" "LAYING" "21" "-0.987308252236842"
"460" "LAYING" "21" "0.137090425315789"
"461" "LAYING" "21" "0.127044302263158"
"462" "LAYING" "21" "0.148820983839737"
"463" "LAYING" "21" "-0.988386324868421"
"464" "LAYING" "21" "-0.983127999342105"
"465" "LAYING" "21" "-0.970171219605263"
"466" "LAYING" "21" "0.153049810180263"
"467" "LAYING" "21" "-0.0665477247486842"
"468" "LAYING" "21" "0.206193013839342"
"469" "LAYING" "21" "-0.969269114078947"
"470" "LAYING" "21" "0.277268278907895"
"471" "LAYING" "21" "-0.989138184473684"
"472" "LAYING" "21" "0.350704034325"
"473" "LAYING" "21" "-0.974305179605263"
"474" "LAYING" "21" "0.111740579146316"
"475" "LAYING" "21" "-0.990430914078947"
"476" "LAYING" "21" "0.239935477563158"
"477" "LAYING" "21" "-4.19627976315778e-05"
"478" "LAYING" "21" "0.02649011025"
"479" "LAYING" "21" "-0.0106550011052632"
"480" "LAYING" "21" "-7.91468210526309e-05"
"481" "LAYING" "21" "0.695743517105263"
"482" "LAYING" "21" "-0.557477087236842"
"483" "LAYING" "21" "-0.438577144736842"
"484" "LAYING" "21" "-0.969445445263158"
"485" "LAYING" "21" "-0.983231351842105"
"486" "LAYING" "21" "-0.984500013157895"
"487" "LAYING" "21" "-0.944472488552632"
"488" "LAYING" "21" "-0.987887995263158"
"489" "LAYING" "21" "-0.984081708947368"
"490" "LAYING" "21" "-0.989315824868421"
"491" "LAYING" "21" "-0.987182887763158"
"492" "LAYING" "21" "-0.989064628947368"
"493" "LAYING" "21" "-0.990328197763158"
"494" "LAYING" "21" "-0.979325678815789"
"495" "LAYING" "21" "-0.969302237763158"
"496" "LAYING" "21" "-0.992665154868421"
"497" "LAYING" "21" "-0.989063341973684"
"498" "LAYING" "21" "-0.993759841842105"
"499" "LAYING" "21" "-0.964355190394737"
"500" "LAYING" "21" "-0.964355190394737"
"501" "LAYING" "21" "-0.989101949473684"
"502" "LAYING" "21" "-0.965676821973684"
"503" "LAYING" "21" "-0.989917354473684"
"504" "LAYING" "21" "-0.967971891447368"
"505" "LAYING" "21" "-0.983317083947368"
"506" "LAYING" "21" "-0.984854487894737"
"507" "LAYING" "21" "-0.990410106973684"
"508" "LAYING" "21" "-0.988238648552632"
"509" "LAYING" "21" "-0.989370490789474"
"510" "LAYING" "21" "-0.990970119605263"
"511" "LAYING" "21" "-0.977491843421053"
"512" "LAYING" "21" "-0.971789046710526"
"513" "LAYING" "21" "-0.966576631710526"
"514" "LAYING" "21" "-0.987901463289474"
"515" "LAYING" "21" "-0.96613921868421"
"516" "LAYING" "21" "-0.989628012236842"
"517" "WALKING" "24" "0.271999916792453"
"518" "WALKING" "24" "-0.0162915600588679"
"519" "WALKING" "24" "-0.106632427301887"
"520" "WALKING" "24" "0.96237438509434"
"521" "WALKING" "24" "-0.127318078679245"
"522" "WALKING" "24" "0.0955792142264151"
"523" "WALKING" "24" "0.0853743348528302"
"524" "WALKING" "24" "0.0223870454150943"
"525" "WALKING" "24" "0.00941547304716981"
"526" "WALKING" "24" "-0.00795668167188679"
"527" "WALKING" "24" "-0.081960153154717"
"528" "WALKING" "24" "0.0856852236188679"
"529" "WALKING" "24" "-0.10688830318283"
"530" "WALKING" "24" "-0.0479898124113208"
"531" "WALKING" "24" "-0.0392368986679245"
"532" "WALKING" "24" "-0.0955213393716981"
"533" "WALKING" "24" "-0.0955213393716981"
"534" "WALKING" "24" "-0.240231677415094"
"535" "WALKING" "24" "-0.28057326754717"
"536" "WALKING" "24" "-0.506242118113208"
"537" "WALKING" "24" "-0.135819505761321"
